id,title,description,image_url
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0369_2_512x.jpg?v=1738911926
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0369_2_1600x.jpg?v=1738911926
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0376_1_1600x.jpg?v=1738911926
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0381_1_1600x.jpg?v=1737628346
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0379_1_1600x.jpg?v=1737628346
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0395_1600x.jpg?v=1737628346
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0377_1_1600x.jpg?v=1737628346
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0384_1_1600x.jpg?v=1737628346
14976,Zorelle|Trucotton Midi Length Milkmaid Dress,"Evoke effortless romance with the Purple Front-Tie Midi Dress, featuring a square neckline, delicate puff sleeves, and a soft front-tie detail. Designed with a fitted bodice and a flowing flared hem, this timeless silhouette is crafted from 100% breathable, eco-friendly cotton for all-day elegance.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0376_1.jpg?v=1738911926&quality=60&width=512
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_111ad1b5-c2e7-4b36-ac41-1ce468423186_512x.jpg?v=1739277317
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_111ad1b5-c2e7-4b36-ac41-1ce468423186_1600x.jpg?v=1739277317
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_d352daa2-6abf-4887-8bef-3c6fa9725700_1600x.jpg?v=1739277317
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WBE6_bd2a5273-8356-4533-b620-11a4c20cfd01_1600x.jpg?v=1739277317
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB2_21fdf098-41be-4917-81b0-fc32f1039986_1600x.jpg?v=1739277317
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_237f9a4c-640f-4e62-8b0c-bfeddd70fe04_1600x.jpg?v=1739277317
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_cd5f2937-4678-4bbc-88e7-fcc214b7d291_1600x.jpg?v=1739268311
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB6_f04574f3-c07a-4890-a0f1-b9b94ba8b84c_1600x.jpg?v=1739268311
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB7_d62c5ab2-8b3a-4bd2-97a9-7eddffabaae6_1600x.jpg?v=1739268311
14977,Abril|Trucotton Embroidery Detail Midi Dress,"This pink embroidered strappy midi dress elevates feminine charm with a sweetheart neckline, delicate straps, and an intricately embroidered finish. Crafted from sustainable cotton, they promise an ethereal yet modern aesthetic.",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_d352daa2-6abf-4887-8bef-3c6fa9725700.jpg?v=1739277317&quality=60&width=512
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB8_fcda8e23-c2a4-4c5d-8c31-1faf75d8d5a0_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB8_fcda8e23-c2a4-4c5d-8c31-1faf75d8d5a0_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB7_16f8a6db-8a82-40a5-a704-2c59c43826a3_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_4c269a21-3fd9-4cbb-adba-40e2e566c981_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_d63db84e-5a30-4b2c-8b5e-97a00c5a244f_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_e85dddef-b1fc-41c1-b934-0652ecec9d73_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB2_143c2f06-6766-4afd-b238-45dc94c55408_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_3983fd3a-400f-4a45-a16a-7979af5cd675_1600x.jpg?v=1739270355
14978,Jayden|Blue Straight Flared Denims,Blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB7_16f8a6db-8a82-40a5-a704-2c59c43826a3.jpg?v=1739270355&quality=60&width=512
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB2_f7472dc7-88a4-447c-afa9-1c38fc2a7eda_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB2_f7472dc7-88a4-447c-afa9-1c38fc2a7eda_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_a73d9598-f99c-4d56-b35b-e833f73c1a7f_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_b002fb68-b0ea-413d-b01a-64ab48b1464b_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB8_d2f23ab9-1584-4554-adc0-1621049cb07b_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_15f9e493-ae03-413f-b0e5-25cb7f9256e5_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB9_ded16a24-a116-4d5c-8861-3c1168063858_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB6_9f0fe011-af10-4266-8d55-954ce7dd00ef_1600x.jpg?v=1739271372
14980,Renata|Blue Strappy Midi Dress,"Blue strappy midi dress. Sweetheart neckline. Fitted and flared silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB9_ded16a24-a116-4d5c-8861-3c1168063858.jpg?v=1739271372&quality=60&width=512
14981,Elyanna|Off-Shoulder Sweatshirt,"Tan off-shoulder knitted sweatshirt. Features long, cuffed sleeves. Designed with a boxy fit, and an asymmetric neckline. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/web3_4c3551ed-70e4-4961-85e4-38b010323ffd_512x.jpg?v=1739269261
14981,Elyanna|Off-Shoulder Sweatshirt,"Tan off-shoulder knitted sweatshirt. Features long, cuffed sleeves. Designed with a boxy fit, and an asymmetric neckline. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/web3_4c3551ed-70e4-4961-85e4-38b010323ffd_1600x.jpg?v=1739269261
14981,Elyanna|Off-Shoulder Sweatshirt,"Tan off-shoulder knitted sweatshirt. Features long, cuffed sleeves. Designed with a boxy fit, and an asymmetric neckline. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/web4_65029582-4a35-4b2e-a29c-908493e0857c_1600x.jpg?v=1739269261
14981,Elyanna|Off-Shoulder Sweatshirt,"Tan off-shoulder knitted sweatshirt. Features long, cuffed sleeves. Designed with a boxy fit, and an asymmetric neckline. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/web2_25c71946-9de6-4be1-b71a-c504bf6ddc1a_1600x.jpg?v=1739269261
14981,Elyanna|Off-Shoulder Sweatshirt,"Tan off-shoulder knitted sweatshirt. Features long, cuffed sleeves. Designed with a boxy fit, and an asymmetric neckline. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/web1_4bd2d262-83b7-47b9-9298-407492ec4b2f_1600x.jpg?v=1739269261
14981,Elyanna|Off-Shoulder Sweatshirt,"Tan off-shoulder knitted sweatshirt. Features long, cuffed sleeves. Designed with a boxy fit, and an asymmetric neckline. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/web3_4c3551ed-70e4-4961-85e4-38b010323ffd.jpg?v=1739269261&quality=60&width=512
14982,Ayla Shorts|Pink Pull-On Shorts,"Pink pull-on knitted shorts. Designed with a straight fit, and features pockets. Crafted from a cotton-recycled poly blend, so it's a sustainable and eco-friendly fit",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_VWWSO2447404002_6e37c57f-35ef-4492-9e76-5c68d25af648_512x.jpg?v=1745851428
14982,Ayla Shorts|Pink Pull-On Shorts,"Pink pull-on knitted shorts. Designed with a straight fit, and features pockets. Crafted from a cotton-recycled poly blend, so it's a sustainable and eco-friendly fit",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1948_1600x.jpg?v=1738757403
14982,Ayla Shorts|Pink Pull-On Shorts,"Pink pull-on knitted shorts. Designed with a straight fit, and features pockets. Crafted from a cotton-recycled poly blend, so it's a sustainable and eco-friendly fit",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1968_1600x.jpg?v=1738757402
14982,Ayla Shorts|Pink Pull-On Shorts,"Pink pull-on knitted shorts. Designed with a straight fit, and features pockets. Crafted from a cotton-recycled poly blend, so it's a sustainable and eco-friendly fit",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1971_1600x.jpg?v=1738757403
14982,Ayla Shorts|Pink Pull-On Shorts,"Pink pull-on knitted shorts. Designed with a straight fit, and features pockets. Crafted from a cotton-recycled poly blend, so it's a sustainable and eco-friendly fit",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1973_1600x.jpg?v=1738757403
